,A,B,C,D
37447,1,0,1,1
37448,1,1,0,1
37449,1,0,1,1
37450,0,0,0,0
37451,1,1,0,1
37452,0,1,0,1
37453,1,1,0,1
37454,0,0,1,1
37455,0,0,1,1
37456,1,0,1,1
37457,1,1,0,1
37458,1,1,1,1
37459,0,1,0,1
37460,0,0,0,0
37461,0,1,1,1
37462,0,0,0,0
37463,1,1,0,1
37464,0,0,0,0
37465,1,1,0,1
37466,1,1,1,1
37467,1,0,1,1
37468,0,1,1,1
37469,0,0,1,1
37470,0,0,0,0
37471,0,0,1,1
37472,1,0,1,1
37473,0,0,1,1
37474,1,1,0,0
37475,0,1,1,0
37476,1,0,1,1
37477,0,0,1,1
37478,0,1,1,1
37479,1,1,0,0
37480,0,1,0,1
37481,1,0,1,1
37482,1,0,1,1
37483,0,1,1,1
37484,0,1,1,1
37485,1,1,0,1
37486,1,1,1,1
37487,1,0,1,1
37488,0,1,1,1
37489,1,1,1,1
37490,1,0,0,1
37491,0,0,1,1
37492,1,1,1,1
37493,0,0,1,1
37494,0,0,0,1
37495,0,1,0,1
37496,0,0,1,1
37497,0,1,1,1
37498,0,0,0,1
37499,1,0,1,1
37500,1,0,1,1
37501,0,0,1,0
37502,0,0,0,0
37503,1,1,1,1
37504,1,1,1,1
37505,0,1,0,1
37506,1,1,1,1
37507,0,1,1,1
37508,0,0,0,0
37509,0,1,1,1
37510,1,1,1,1
37511,1,0,0,1
37512,0,0,1,1
37513,1,0,0,1
37514,1,0,1,1
37515,1,0,0,1
37516,1,0,1,1
37517,1,0,1,1
37518,1,1,0,1
37519,0,1,1,1
37520,0,0,1,1
37521,1,0,1,1
37522,0,1,1,1
37523,0,1,0,0
37524,1,0,1,1
37525,0,1,0,1
37526,0,1,1,1
37527,1,0,0,1
37528,0,0,1,1
37529,0,1,1,1
37530,0,0,1,1
37531,1,1,0,1
37532,1,1,0,1
37533,0,0,1,1
37534,1,0,1,1
37535,1,1,1,1
37536,1,0,0,1
37537,1,1,0,1
37538,0,0,0,0
37539,0,1,1,1
37540,0,1,1,1
37541,0,1,1,1
37542,0,0,1,1
37543,1,1,0,1
37544,0,1,0,0
37545,0,0,1,1
37546,1,1,0,0
37547,1,1,0,0
37548,0,1,1,1
37549,0,0,0,0
37550,0,1,1,1
37551,0,1,1,1
37552,0,0,1,1
37553,0,0,0,0
37554,0,1,1,1
37555,0,1,0,1
37556,1,1,1,1
37557,1,1,1,1
37558,0,0,0,0
37559,0,0,0,0
37560,1,0,0,0
37561,1,1,0,1
37562,0,0,1,1
37563,0,0,0,1
37564,0,1,1,1
37565,1,1,1,1
37566,1,0,1,1
37567,0,1,1,1
37568,1,1,1,1
37569,0,1,1,1
37570,1,0,0,1
37571,0,1,1,1
37572,1,0,1,1
37573,1,1,0,0
37574,1,1,1,1
37575,0,0,1,1
37576,0,1,1,1
37577,0,1,1,1
37578,1,1,1,1
37579,1,0,1,1
37580,1,1,0,1
37581,1,1,1,1
37582,0,1,0,0
37583,0,1,1,1
37584,1,0,1,1
37585,1,1,0,1
37586,1,1,0,1
37587,0,1,0,0
37588,0,0,0,1
37589,1,0,0,1
37590,0,1,0,0
37591,0,1,0,1
37592,1,0,0,0
37593,0,1,1,1
37594,0,1,0,1
37595,1,1,1,1
37596,0,0,1,1
37597,1,0,1,1
37598,0,0,0,1
37599,1,1,0,1
37600,0,1,1,1
37601,0,0,1,1
37602,1,1,1,1
37603,0,0,0,1
37604,0,1,1,1
37605,1,1,1,1
37606,1,0,1,1
37607,1,1,0,1
37608,0,1,1,1
37609,1,1,1,1
37610,0,0,1,1
37611,1,0,1,1
37612,0,0,1,1
37613,1,0,0,1
37614,1,1,1,1
37615,0,1,1,1
37616,0,0,0,0
37617,0,0,0,0
37618,0,1,1,0
37619,1,1,0,1
37620,0,1,1,1
37621,1,1,1,1
37622,1,0,1,1
37623,1,1,0,1
37624,1,1,1,1
37625,1,1,0,1
37626,0,0,0,0
37627,1,1,0,1
37628,1,0,1,1
37629,1,0,1,1
37630,1,1,1,1
37631,1,0,0,1
37632,0,0,0,1
37633,1,1,1,1
37634,0,1,0,0
37635,1,0,1,1
37636,1,0,0,1
37637,1,1,1,1
37638,1,0,1,1
37639,1,1,1,1
37640,0,0,1,0
37641,1,1,0,1
37642,0,0,0,1
37643,1,0,1,1
37644,0,1,0,0
37645,1,0,1,1
37646,1,1,0,1
37647,0,0,0,1
37648,1,0,1,1
37649,1,1,1,1
37650,1,1,1,1
37651,1,0,1,1
37652,0,1,0,1
37653,0,1,1,1
37654,0,1,1,0
37655,0,0,0,1
37656,0,1,0,0
37657,0,0,1,1
37658,0,0,1,1
37659,1,0,0,1
37660,0,0,0,0
37661,1,1,0,1
37662,1,0,0,1
37663,1,1,1,1
37664,0,0,0,1
37665,0,1,0,1
37666,0,0,0,0
37667,1,0,0,0
37668,1,0,1,1
37669,1,1,1,1
37670,0,1,0,0
37671,1,1,0,1
37672,0,1,0,1
37673,1,1,0,1
37674,0,1,1,1
37675,1,1,1,1
37676,1,1,0,1
37677,0,0,0,1
37678,0,0,0,0
37679,1,1,0,0
37680,1,1,0,1
37681,1,0,0,1
37682,0,0,0,0
37683,0,1,0,0
37684,0,1,0,1
37685,1,1,0,1
37686,1,0,0,1
37687,1,1,0,1
37688,1,0,1,1
37689,0,0,0,0
37690,0,0,1,1
37691,0,0,1,1
37692,0,1,0,1
37693,1,1,1,1
37694,0,0,1,1
37695,1,0,0,0
37696,1,1,0,1
37697,0,0,1,1
37698,0,0,0,0
37699,1,0,0,1
37700,1,1,0,0
37701,1,0,0,1
37702,0,0,1,1
37703,0,0,1,1
37704,1,1,0,1
37705,1,1,0,1
37706,1,0,1,1
37707,0,1,0,1
37708,1,1,0,0
37709,0,0,0,0
37710,1,1,1,1
37711,0,0,0,0
37712,1,1,0,1
37713,1,1,0,1
37714,0,1,1,1
37715,1,0,0,1
37716,1,1,0,1
37717,0,0,0,1
37718,1,1,0,0
37719,1,0,1,1
37720,1,1,0,1
37721,1,0,0,0
37722,0,1,0,1
37723,1,1,1,1
37724,1,0,1,1
37725,0,1,1,1
37726,0,0,0,1
37727,0,1,0,1
37728,0,1,0,0
37729,1,0,1,1
37730,1,0,0,1
37731,0,1,0,1
37732,1,0,0,1
37733,0,1,0,1
37734,0,0,0,1
37735,0,0,0,1
37736,0,0,1,1
37737,1,0,0,1
37738,1,0,1,1
37739,0,0,1,1
37740,0,0,0,1
37741,1,1,0,1
37742,1,1,0,1
37743,1,1,0,1
37744,1,0,0,1
37745,0,1,1,1
37746,0,0,1,1
37747,1,1,0,1
37748,0,1,0,1
37749,0,1,1,1
37750,0,0,0,0
37751,1,0,0,1
37752,0,0,1,1
37753,0,1,0,0
37754,0,0,1,1
37755,0,0,1,1
37756,0,1,1,1
37757,0,0,1,1
37758,1,1,1,1
37759,0,0,1,1
37760,1,0,0,1
37761,1,0,1,1
37762,0,1,0,0
37763,1,1,1,1
37764,0,1,0,1
37765,0,0,1,1
37766,0,1,1,1
37767,0,0,1,1
37768,1,1,0,1
37769,1,0,0,0
37770,1,0,0,1
37771,0,0,0,1
37772,1,0,1,1
37773,1,1,1,1
37774,0,1,1,1
37775,1,1,0,1
37776,1,0,0,0
37777,1,0,0,1
37778,1,0,0,1
37779,1,0,0,1
37780,1,1,1,1
37781,0,0,1,1
37782,1,1,1,1
37783,1,0,1,1
37784,1,0,0,1
37785,1,0,0,1
37786,0,0,0,1
37787,0,1,0,0
37788,1,1,1,1
37789,1,0,1,1
37790,1,0,0,0
37791,0,0,1,1
37792,0,0,1,0
37793,1,1,1,1
37794,1,1,1,1
37795,0,1,0,0
37796,0,1,0,1
37797,1,1,0,1
37798,0,1,0,1
37799,0,0,0,1
37800,0,0,0,1
37801,0,1,1,1
37802,0,0,0,0
37803,0,1,1,1
37804,0,0,1,1
37805,1,0,1,1
37806,0,0,0,1
37807,0,1,0,1
37808,0,0,0,1
37809,0,1,1,1
37810,1,0,1,1
37811,0,1,0,1
37812,0,1,0,0
37813,0,1,0,0
37814,1,1,0,1
37815,1,1,1,1
37816,1,0,1,1
37817,0,0,1,1
37818,0,1,1,0
37819,1,1,1,1
37820,1,1,0,1
37821,0,1,1,1
37822,0,1,0,1
37823,1,1,0,0
37824,0,0,0,1
37825,1,0,1,1
37826,0,1,0,0
37827,1,0,0,0
37828,0,0,1,0
37829,0,1,1,1
37830,1,1,0,1
37831,1,1,1,1
37832,1,0,1,1
37833,1,1,1,1
37834,0,1,0,1
37835,0,0,0,0
37836,0,1,1,1
37837,1,0,1,1
37838,1,1,1,1
37839,1,1,0,1
37840,1,1,1,0
37841,0,1,1,1
37842,0,0,1,1
37843,0,1,1,0
37844,1,1,1,0
37845,0,0,0,1
37846,1,1,0,1
37847,0,1,1,1
37848,1,1,1,1
37849,0,1,1,0
37850,0,0,0,0
37851,1,0,0,0
37852,0,0,0,0
37853,1,1,0,1
37854,1,0,1,1
37855,0,0,1,1
37856,1,1,1,1
37857,0,0,1,1
37858,1,0,0,0
37859,0,0,0,0
37860,1,1,1,1
37861,1,1,0,1
37862,0,1,1,1
37863,1,0,1,1
37864,1,1,0,1
37865,1,0,1,1
37866,1,0,0,0
37867,1,1,1,1
37868,0,1,0,0
37869,1,0,0,0
37870,0,1,0,1
37871,0,1,1,1
37872,0,0,1,1
37873,1,0,1,1
37874,0,1,0,0
37875,1,0,1,1
37876,1,1,1,1
37877,1,1,0,1
37878,1,0,0,1
37879,0,1,0,1
37880,0,0,0,1
37881,0,0,0,0
37882,0,0,1,1
37883,0,1,1,1
37884,0,1,1,1
37885,0,0,0,1
37886,1,1,0,1
37887,0,1,0,0
37888,1,1,0,1
37889,0,0,0,0
37890,1,0,1,1
37891,0,1,1,1
37892,1,1,0,1
37893,0,1,0,0
37894,1,0,1,1
37895,1,0,1,1
37896,1,0,1,1
37897,1,0,0,0
37898,0,0,0,1
37899,0,0,0,1
37900,1,1,1,1
37901,0,1,0,1
37902,1,1,1,1
37903,1,1,1,1
37904,1,0,1,1
37905,1,0,1,1
37906,1,1,0,0
37907,0,1,0,1
37908,0,1,1,1
37909,0,0,0,1
37910,1,0,0,0
37911,1,0,1,1
37912,0,1,1,1
37913,1,0,1,1
37914,0,1,1,1
37915,0,0,0,0
37916,1,0,0,1
37917,1,0,0,1
37918,0,0,0,1
37919,0,0,0,0
37920,1,1,1,1
37921,1,0,1,1
37922,1,1,1,0
37923,0,1,0,1
37924,0,1,1,1
37925,1,0,1,1
37926,0,1,1,0
37927,0,0,1,1
37928,0,1,0,1
37929,0,0,0,1
37930,1,1,0,1
37931,0,0,1,1
37932,1,0,1,1
37933,1,1,0,0
37934,0,0,1,1
37935,1,1,0,1
37936,1,1,0,1
37937,1,1,0,1
37938,0,0,1,1
37939,1,0,1,1
37940,1,0,0,1
37941,1,0,0,0
37942,0,0,1,1
37943,1,1,1,1
37944,1,1,0,1
37945,1,1,0,1
37946,1,0,1,1
37947,0,0,1,1
37948,1,1,0,1
37949,0,0,1,1
37950,0,1,0,0
37951,0,0,0,0
37952,1,0,1,1
37953,0,1,0,1
37954,0,0,0,1
37955,1,1,1,1
37956,1,0,0,1
37957,0,1,0,0
37958,1,0,0,1
37959,1,0,1,1
37960,0,0,0,1
37961,1,1,1,1
37962,0,1,0,0
37963,1,1,0,0
37964,0,0,0,1
37965,0,1,0,1
37966,0,1,0,1
37967,1,0,1,1
37968,0,1,1,0
37969,0,0,1,1
37970,0,1,1,0
37971,0,1,1,0
37972,1,1,1,1
37973,0,1,1,1
37974,1,0,1,1
37975,1,1,0,1
37976,1,0,1,1
37977,1,1,0,1
37978,1,0,1,1
37979,0,1,0,1
37980,0,0,0,1
37981,1,0,1,1
37982,1,0,0,1
37983,0,1,0,0
37984,1,0,0,1
37985,0,0,0,1
37986,0,0,0,0
37987,0,0,1,1
37988,1,0,0,0
37989,0,0,1,1
37990,0,0,1,1
37991,1,0,1,1
37992,1,1,0,0
37993,0,1,0,1
37994,1,0,1,1
37995,1,1,1,1
37996,1,1,0,1
37997,0,1,0,0
37998,0,0,1,1
37999,1,1,1,1
38000,1,0,1,1
38001,0,0,0,0
38002,1,0,1,1
38003,1,0,1,1
38004,0,0,0,0
38005,1,0,0,1
38006,1,0,1,1
38007,0,0,0,1
38008,0,0,0,0
38009,1,1,1,1
38010,1,0,1,1
38011,1,0,1,1
38012,1,0,0,1
38013,0,0,0,0
38014,0,1,0,0
38015,1,0,1,1
38016,1,1,1,1
38017,1,0,0,1
38018,1,1,0,1
38019,0,0,0,0
38020,0,1,1,1
38021,0,0,1,1
38022,0,1,0,1
38023,1,0,1,1
38024,1,0,0,1
38025,0,0,1,1
38026,1,0,0,1
38027,1,0,1,1
38028,1,1,0,0
38029,1,1,0,0
38030,1,0,0,1
38031,0,1,0,0
38032,0,1,0,1
38033,0,0,0,1
38034,0,0,0,0
38035,1,0,1,1
38036,1,0,1,1
38037,0,0,1,1
38038,1,1,0,0
38039,1,1,1,1
38040,1,1,1,1
38041,0,0,0,1
38042,1,1,1,1
38043,1,1,0,1
38044,0,0,0,0
38045,1,0,0,1
38046,0,1,0,1
38047,1,0,1,1
38048,1,0,1,1
38049,0,1,1,1
38050,1,1,0,1
38051,0,0,0,1
38052,1,1,0,1
38053,0,0,0,1
38054,0,1,1,1
38055,0,0,0,1
38056,0,1,1,1
38057,0,0,1,1
38058,0,1,0,0
38059,0,0,0,0
38060,1,0,0,0
38061,1,1,1,1
38062,0,1,0,1
38063,1,0,1,1
38064,1,1,1,1
38065,0,1,0,1
38066,0,0,0,0
38067,1,0,0,0
38068,0,0,1,0
38069,1,0,0,1
38070,1,1,1,1
38071,0,1,1,1
38072,0,1,0,1
38073,1,0,1,1
38074,0,0,1,1
38075,1,0,0,0
38076,0,1,0,1
38077,1,0,0,1
38078,0,0,1,1
38079,0,1,1,1
38080,0,1,0,0
38081,0,1,1,1
38082,0,1,0,1
38083,0,0,0,1
38084,0,0,0,0
38085,0,0,0,1
38086,1,1,1,1
38087,1,1,1,1
38088,1,0,0,1
38089,0,1,1,1
38090,0,1,1,0
38091,1,0,0,1
38092,0,1,1,1
38093,1,1,0,0
38094,1,1,0,1
38095,1,1,0,1
38096,1,0,1,1
38097,0,0,1,1
38098,0,0,1,1
38099,0,1,0,0
38100,0,0,1,1
38101,1,0,0,1
38102,0,0,1,1
38103,0,1,0,0
38104,1,1,0,1
38105,0,0,0,1
38106,1,0,1,1
38107,0,1,0,1
38108,0,1,1,0
38109,0,1,1,1
38110,1,1,1,1
38111,0,1,0,0
38112,1,0,1,1
38113,1,0,1,1
38114,0,0,1,0
38115,0,1,0,0
38116,0,1,1,1
38117,0,1,0,0
38118,0,1,1,1
38119,0,1,1,1
38120,0,1,0,1
38121,0,0,1,1
38122,1,1,1,1
38123,0,0,0,1
38124,0,0,0,0
38125,1,0,1,1
38126,0,1,0,1
38127,1,1,0,1
38128,1,1,1,1
38129,0,0,1,1
38130,0,0,0,0
38131,0,0,0,1
38132,1,0,1,1
38133,0,0,0,1
38134,0,0,0,1
38135,0,1,0,0
38136,1,0,1,0
38137,0,1,1,1
38138,0,0,0,0
38139,1,1,1,1
38140,0,0,1,1
38141,0,0,0,1
38142,1,1,1,1
38143,1,1,1,1
38144,1,1,1,1
38145,0,1,0,0
38146,1,0,0,1
38147,0,1,1,1
38148,0,0,0,1
38149,0,1,1,1
38150,1,1,1,1
38151,0,0,1,1
38152,0,1,1,1
38153,0,0,1,1
38154,0,1,0,1
38155,1,0,1,1
38156,1,1,0,0
38157,1,0,0,1
38158,0,1,0,1
38159,0,1,0,0
38160,0,1,1,1
38161,0,0,1,1
38162,0,1,0,1
38163,1,1,0,1
38164,0,0,0,1
38165,0,0,1,1
38166,0,1,1,1
38167,1,1,0,1
38168,0,0,1,1
38169,0,1,0,0
38170,0,0,0,0
38171,1,0,0,1
38172,1,1,0,1
38173,1,0,0,1
38174,0,0,1,1
38175,0,1,1,1
38176,1,1,1,1
38177,0,1,1,1
38178,1,1,0,0
38179,0,0,0,1
38180,1,1,1,1
38181,0,1,1,1
38182,0,0,0,0
38183,0,1,1,1
38184,1,1,0,0
38185,1,1,1,1
38186,1,0,0,1
38187,1,1,0,1
38188,0,0,1,1
38189,0,0,1,1
38190,1,1,0,1
38191,0,1,1,0
38192,0,1,0,0
38193,0,1,1,1
38194,0,1,1,1
38195,0,1,0,0
38196,1,0,0,1
38197,1,1,0,0
38198,0,1,0,1
38199,1,0,0,1
38200,1,1,0,1
38201,0,1,1,1
38202,0,0,1,1
38203,0,1,0,1
38204,0,0,1,0
38205,1,1,1,1
38206,0,1,0,1
38207,0,0,0,1
38208,1,1,0,1
38209,1,0,0,0
38210,0,0,0,0
38211,1,1,0,1
38212,1,1,1,1
38213,0,1,1,1
38214,1,1,1,0
38215,1,1,0,1
38216,1,1,1,1
38217,0,0,1,1
38218,0,1,0,1
38219,0,1,0,0
38220,0,0,0,0
38221,1,0,0,1
38222,1,0,1,1
38223,0,1,1,1
38224,0,1,1,1
38225,0,1,0,1
38226,1,0,0,1
38227,0,1,1,1
38228,0,0,0,0
38229,0,0,0,1
38230,1,0,0,0
38231,1,1,0,1
38232,1,1,1,1
38233,0,1,0,0
38234,0,0,1,1
38235,0,1,1,1
38236,0,1,1,0
38237,0,1,1,1
38238,1,0,0,0
38239,0,1,0,1
38240,1,1,0,0
38241,0,1,0,1
38242,0,1,1,1
38243,0,0,1,1
38244,1,0,0,1
38245,1,0,0,1
38246,0,0,0,0
38247,0,1,1,1
38248,0,0,0,1
38249,1,1,0,1
38250,0,1,0,1
38251,0,0,1,1
38252,1,1,1,1
38253,0,1,0,0
38254,0,1,1,1
38255,0,0,0,0
38256,1,0,0,0
38257,0,0,0,0
38258,1,1,0,1
38259,0,0,1,1
38260,0,0,0,0
38261,1,0,1,1
38262,1,1,1,1
38263,0,0,0,1
38264,1,1,0,1
38265,1,0,0,1
38266,0,1,1,1
38267,0,1,1,0
38268,1,0,0,1
38269,1,0,0,1
38270,0,1,0,0
38271,1,0,0,1
38272,0,0,1,1
38273,0,1,0,0
38274,0,0,0,1
38275,1,1,1,1
38276,1,0,0,0
38277,1,0,0,1
38278,0,1,0,1
38279,0,1,1,1
38280,0,0,0,1
38281,0,1,1,1
38282,0,0,0,1
38283,1,0,1,1
38284,1,1,0,1
38285,1,1,1,1
38286,0,0,0,1
38287,1,1,1,1
38288,0,1,0,1
38289,0,1,0,1
38290,1,1,1,1
38291,0,0,1,1
38292,0,1,0,0
38293,0,0,1,1
38294,1,1,0,1
38295,0,0,0,1
38296,1,1,1,0
38297,1,1,0,0
38298,0,0,1,1
38299,1,1,1,1
38300,1,0,0,0
38301,0,1,0,0
38302,1,0,1,1
38303,0,0,0,1
38304,1,1,0,0
38305,1,1,1,1
38306,1,1,0,0
38307,0,1,1,1
38308,0,1,1,1
38309,1,1,1,1
38310,1,1,0,1
38311,0,0,0,0
38312,0,0,0,0
38313,1,0,1,1
38314,0,1,0,0
38315,1,0,0,0
38316,1,1,0,1
38317,1,0,0,1
38318,1,1,1,1
38319,0,1,1,1
38320,1,1,0,1
38321,0,0,0,0
38322,0,1,0,1
38323,0,0,1,1
38324,1,1,1,1
38325,0,0,1,1
38326,1,0,1,1
38327,0,0,0,1
38328,0,1,0,1
38329,0,0,1,1
38330,1,1,0,1
38331,0,1,0,0
38332,1,1,1,1
38333,0,1,0,0
38334,1,0,0,1
38335,1,0,0,1
38336,0,0,0,0
38337,1,1,0,1
38338,1,0,1,1
38339,0,0,0,1
38340,1,1,1,1
38341,1,0,1,1
38342,1,0,0,1
38343,1,0,0,1
38344,0,1,1,1
38345,0,1,1,1
38346,1,1,0,1
38347,1,1,1,1
38348,0,0,1,1
38349,0,0,1,1
38350,1,1,0,1
38351,0,1,0,0
38352,1,1,1,1
38353,1,1,0,0
38354,1,1,1,1
38355,1,0,1,1
38356,0,1,0,1
38357,1,1,1,1
38358,1,1,1,1
38359,1,1,1,1
38360,0,0,0,0
38361,0,0,0,0
38362,0,0,1,1
38363,0,0,0,1
38364,0,0,0,0
38365,0,0,1,1
38366,0,1,0,0
38367,1,1,0,1
38368,1,1,1,1
38369,1,0,1,1
38370,0,0,0,1
38371,1,1,0,0
38372,1,0,0,1
38373,0,0,1,1
38374,0,1,1,1
38375,1,1,0,1
38376,0,1,1,1
38377,0,1,0,1
38378,1,0,0,1
38379,0,1,1,1
38380,1,0,0,1
38381,0,1,1,1
38382,1,1,1,1
38383,0,1,0,1
38384,0,1,1,1
38385,1,1,1,1
38386,0,1,0,1
38387,0,1,0,1
38388,1,1,1,1
38389,1,0,0,1
38390,1,1,0,1
38391,0,1,1,1
38392,1,1,0,0
38393,1,1,1,1
38394,0,0,0,0
38395,0,1,0,1
38396,0,1,0,0
38397,0,0,1,1
38398,1,1,0,1
38399,1,1,1,1
38400,0,0,1,0
38401,0,1,0,1
38402,1,0,1,1
38403,1,0,1,1
38404,0,1,1,1
38405,0,1,0,1
38406,0,0,1,1
38407,1,1,1,1
38408,0,0,1,1
38409,1,1,1,1
38410,0,0,1,0
38411,1,1,0,0
38412,1,0,1,1
38413,0,0,0,1
38414,1,1,1,1
38415,1,1,1,1
38416,0,1,1,1
38417,1,0,0,1
38418,0,1,0,1
38419,1,1,0,1
38420,0,1,0,1
38421,1,1,1,1
38422,1,0,1,1
38423,1,1,1,1
38424,0,1,0,0
38425,1,1,1,1
38426,1,0,1,1
38427,1,1,0,1
38428,1,0,1,1
38429,0,1,1,1
38430,0,1,0,0
38431,0,1,1,1
38432,0,0,0,1
38433,0,0,0,0
38434,1,1,0,0
38435,0,0,0,1
38436,1,0,0,1
38437,1,1,1,1
38438,0,0,1,1
38439,1,1,0,1
38440,0,0,1,1
38441,1,1,1,1
38442,1,0,0,0
38443,1,1,0,1
38444,0,1,1,1
38445,1,0,0,0
38446,1,1,0,1
38447,0,1,1,1
38448,1,1,0,1
38449,1,1,0,1
38450,1,0,1,1
38451,1,0,1,0
38452,1,1,0,1
38453,0,1,0,1
38454,0,0,1,1
38455,1,1,1,1
38456,0,1,1,1
38457,0,0,0,1
38458,0,0,1,1
38459,0,1,0,1
38460,0,1,1,1
38461,0,0,1,1
38462,1,1,1,1
38463,1,1,1,1
38464,0,0,1,1
38465,0,1,1,1
38466,0,1,1,0
38467,0,1,1,1
38468,1,1,0,1
38469,1,1,1,0
38470,1,0,1,1
38471,1,0,0,1
38472,1,0,1,1
38473,1,0,0,1
38474,0,0,0,1
38475,1,1,1,0
38476,0,1,0,0
38477,0,1,1,1
38478,0,0,1,1
38479,0,0,0,0
38480,1,0,1,1
38481,0,0,1,1
38482,1,1,1,1
38483,1,0,0,1
38484,0,0,1,1
38485,0,1,1,1
38486,1,0,0,1
38487,1,1,0,1
38488,0,0,0,1
38489,1,0,1,1
38490,0,0,1,1
38491,1,1,1,1
38492,0,1,0,0
38493,0,1,0,0
38494,1,0,0,1
38495,0,0,0,0
38496,1,1,1,1
38497,0,0,1,1
38498,0,0,1,1
38499,0,1,1,0
38500,1,1,1,1
38501,0,1,1,1
38502,0,0,0,1
38503,1,0,1,1
38504,0,1,0,1
38505,0,0,0,1
38506,0,1,0,0
38507,1,1,1,1
38508,0,1,0,0
38509,0,1,1,0
38510,0,0,1,1
38511,1,1,0,0
38512,1,0,1,1
38513,0,0,0,1
38514,0,1,1,1
38515,1,0,1,1
38516,1,1,1,1
38517,1,1,0,0
38518,1,1,0,0
38519,1,1,0,1
38520,0,1,0,0
38521,1,1,0,1
38522,0,1,1,1
38523,0,0,0,1
38524,1,1,1,1
38525,1,0,1,1
38526,0,1,0,1
38527,1,0,1,1
38528,1,1,0,0
38529,0,0,0,1
38530,0,0,0,0
38531,1,1,0,1
38532,0,1,0,0
38533,1,0,1,1
38534,0,0,1,0
38535,0,0,1,1
38536,1,0,0,1
38537,1,1,1,1
38538,0,0,0,0
38539,1,0,0,1
38540,1,1,0,1
38541,1,0,1,1
38542,0,1,0,0
38543,1,0,0,1
38544,1,1,1,1
38545,1,0,0,0
38546,0,0,0,1
38547,0,0,1,0
38548,0,1,0,1
38549,1,0,0,1
38550,1,0,1,1
38551,0,1,1,1
38552,0,1,1,1
38553,0,0,0,1
38554,1,1,0,1
38555,0,0,1,1
38556,0,0,1,1
38557,0,1,0,1
38558,0,0,0,1
38559,1,0,0,1
38560,0,0,0,1
38561,1,1,1,1
38562,0,1,1,1
38563,0,1,1,1
38564,0,0,0,1
38565,0,0,0,0
38566,0,0,0,1
38567,1,0,0,1
38568,0,1,1,1
38569,1,0,0,1
38570,1,0,0,1
38571,1,0,1,1
38572,1,1,0,1
38573,1,1,0,1
38574,0,1,1,1
38575,0,1,0,1
38576,0,0,0,1
38577,0,0,0,0
38578,1,1,1,1
38579,0,0,0,1
38580,0,0,1,1
38581,0,1,1,1
38582,1,0,1,1
38583,1,0,0,1
38584,0,1,1,1
38585,1,1,1,1
38586,1,1,0,1
38587,1,0,0,1
38588,0,0,1,1
38589,1,1,0,1
38590,0,1,0,0
38591,0,1,0,1
38592,0,0,1,1
38593,0,0,0,0
38594,1,1,1,1
38595,0,1,1,1
38596,0,0,0,1
38597,0,0,1,1
38598,0,1,1,1
38599,1,0,1,1
38600,0,1,0,1
38601,0,1,1,1
38602,1,1,0,1
38603,0,0,1,1
38604,1,0,0,1
38605,1,1,1,1
38606,1,1,1,1
38607,0,0,0,0
38608,1,0,1,1
38609,0,1,0,0
38610,1,0,0,1
38611,1,0,0,1
38612,0,1,0,0
38613,0,0,0,0
38614,0,1,1,1
38615,1,1,0,1
38616,1,0,0,1
38617,0,1,0,0
38618,0,0,0,0
38619,1,0,1,1
38620,0,0,0,1
38621,1,1,0,0
38622,0,0,1,1
38623,1,1,0,1
38624,0,0,1,1
38625,0,0,0,1
38626,0,0,1,1
38627,1,1,0,1
38628,1,1,0,1
38629,0,0,0,0
38630,0,1,0,0
38631,0,0,0,1
38632,0,1,1,0
38633,0,0,0,1
38634,1,1,1,1
38635,0,1,0,0
38636,0,0,1,1
38637,1,1,0,1
38638,0,0,1,1
38639,1,0,0,1
38640,1,0,1,1
38641,0,0,1,1
38642,0,1,0,1
38643,1,1,0,1
38644,0,0,0,1
38645,1,1,1,1
38646,0,0,1,1
38647,0,1,1,1
38648,1,1,0,1
38649,1,0,0,1
38650,0,1,0,1
38651,0,0,0,1
38652,1,0,1,1
38653,0,1,1,1
38654,1,1,1,1
38655,0,1,0,0
38656,0,1,1,1
38657,1,0,0,1
38658,0,1,1,1
38659,0,0,0,1
38660,1,1,1,1
38661,1,1,1,1
38662,1,1,1,0
38663,1,0,1,1
38664,1,1,1,1
38665,1,1,1,1
38666,1,0,1,1
38667,1,1,1,1
38668,0,1,1,1
38669,0,1,1,1
38670,0,0,0,0
38671,0,1,0,1
38672,1,0,1,1
38673,0,1,1,1
38674,1,0,0,0
38675,1,0,1,1
38676,1,1,0,1
38677,1,0,0,1
38678,0,1,1,0
38679,1,0,0,0
38680,0,0,0,1
38681,1,0,0,1
38682,1,0,1,1
38683,1,0,0,1
38684,1,0,1,1
38685,0,0,0,1
38686,1,1,0,0
38687,1,0,1,1
38688,1,0,1,1
38689,0,0,1,1
38690,0,0,1,1
38691,1,0,0,1
38692,1,0,0,1
38693,0,1,0,0
38694,1,0,1,1
38695,0,0,1,1
38696,0,0,0,1
38697,1,0,1,1
38698,1,1,0,1
38699,0,0,1,1
38700,0,0,1,1
38701,0,1,0,0
38702,0,0,0,0
38703,0,1,1,0
38704,0,0,0,0
38705,0,1,0,1
38706,1,0,0,1
38707,1,1,0,1
38708,1,1,1,1
38709,0,1,0,1
38710,0,0,1,1
38711,0,1,0,1
38712,1,1,0,1
38713,0,1,1,1
38714,1,0,0,1
38715,0,0,1,0
38716,1,1,1,1
38717,1,0,0,1
